기준일ID,시군구코드,시군구명,총생활인구수,내국인생활인구수,장기체류외국인인구수,단기체류외국인인구수,일최대인구수,일최소인구수,주간인구수(09~18),야간인구수(19~08),일최대이동인구수,서울외유입인구수,동일자치구행정동간이동인구수,자치구간이동인구수
20220101,11680,강남구,653098.89520,630427.94750,14076.17460,8594.77300,678945.81250,621721.44450,672042.67850,639567.62140,283145.89390,74730.92030,100362.12640,108052.84720
20220101,11710,송파구,725675.94550,707756.93610,13369.07150,4549.93790,745682.42910,715932.81500,727402.73840,724442.52200,297761.81000,82765.85630,139201.62050,75794.33320
20220101,11740,강동구,516397.68030,505755.15850,8950.19160,1692.33020,536109.67850,487515.41860,498898.66240,528896.97890,205310.61600,38215.41620,136002.14590,31093.05390
20211231,11000,서울시,10643989.13320,10170241.09910,381259.64990,92488.38420,10907241.63200,10301085.09540,10842434.96880,10502242.10780,5418287.60500,1291096.10280,1979675.80490,2147515.69730
20211231,11110,종로구,272992.07320,255255.21250,14376.85190,3360.00870,351284.39980,217051.64600,328299.01570,233487.11420,218038.00890,53847.08240,29245.55480,134945.37170
20211231,11140,중구,276845.58500,248129.75230,18013.54760,10702.28510,395320.43190,192602.91140,361298.41530,216522.13470,270669.43200,70650.06450,28202.29860,171817.06890
20211231,11170,용산구,301102.08360,279306.81220,18079.38960,3715.88170,328458.52130,274438.13790,322301.84370,285959.39780,171661.82590,46163.65100,43423.97280,82074.20210
20211231,11200,성동구,355928.75200,337585.79190,15475.39460,2867.56550,373696.22890,330898.73500,370786.44210,345316.11610,193384.66780,37858.95640,55922.33690,99603.37450
20211231,11215,광진구,373700.72950,350394.21450,20710.92620,2595.58880,386979.93400,352655.87080,362431.40180,381750.24930,167790.64520,34666.52790,71530.35690,61593.76040
20211231,11230,동대문구,358137.18330,333218.80940,22669.33000,2249.04390,369197.53650,344345.02420,354163.70260,360975.38390,165240.85970,28098.26870,65203.98510,71938.60590
20211231,11260,중랑구,359425.16390,352695.49630,5959.85940,769.80820,386935.22740,327739.30580,335750.44820,376335.67520,151622.44690,26570.45980,87435.04640,37616.94070
20211231,11290,성북구,419629.82030,403647.88080,14069.97450,1911.96500,446679.43900,387065.58350,396030.51460,436486.46730,160398.22140,21211.72730,77847.05430,61339.43980
20211231,11305,강북구,295429.12080,289541.56160,4665.28100,1222.27820,316704.34710,271170.30890,277209.61700,308443.05200,171198.52900,13445.85320,112891.34680,44861.32900
20211231,11320,도봉구,276918.96900,273394.42530,3092.50770,432.03600,295546.20190,253006.84600,259130.68880,289624.88350,124979.54600,18119.21470,69391.17120,37469.16010
20211231,11350,노원구,506670.55790,499823.18050,5219.01870,1628.35860,537468.75510,471269.40000,480757.42470,525179.93870,198546.94800,34759.09840,111892.88040,51894.96920
20211231,11380,은평구,439571.51170,432679.60800,5663.68880,1228.21490,481059.74660,391279.60130,402770.36270,465858.04680,161829.41920,30825.99230,96911.22470,34092.20220
20211231,11410,서대문구,364381.84390,342559.65360,17843.98190,3978.20840,379928.01130,350792.26840,368893.56450,361159.18640,190145.11190,37400.46250,66346.50680,86398.14260
20211231,11440,마포구,453233.01330,428974.31320,19208.29790,5050.40220,486687.77360,419903.56900,478021.58370,435526.89170,249691.37570,62812.75980,71987.54830,114891.06760
20211231,11470,양천구,388153.68250,379276.22060,5325.98490,3551.47700,407902.06560,361886.98080,370910.02020,400470.58410,152473.18450,30120.44870,66083.48010,56269.25570
20211231,11500,강서구,551398.64460,535691.85150,9321.06370,6385.72940,569543.75010,532386.63790,539617.59650,559813.67900,238649.83110,65997.74730,112250.82910,60401.25470
20211231,11530,구로구,421823.80720,382317.67890,33433.50980,6072.61850,432145.93880,408929.55990,414795.68690,426843.89310,191500.98260,58776.33000,71958.36180,60766.29080
20211231,11545,금천구,238673.41560,217618.57920,17824.15890,3230.67750,262340.56220,222438.01000,252975.81830,228457.41370,144689.54420,53351.59990,43580.99910,47756.94520
20211231,11560,영등포구,509322.48990,463258.21210,41719.90700,4344.37080,568732.79160,458375.71070,557731.69750,474744.48450,318615.00850,85157.21890,86049.69120,147408.09840
