기준일ID,시군구코드,시군구명,총생활인구수,내국인생활인구수,장기체류외국인인구수,단기체류외국인인구수,일최대인구수,일최소인구수,주간인구수(09~18),야간인구수(19~08),일최대이동인구수,서울외유입인구수,동일자치구행정동간이동인구수,자치구간이동인구수
20211231,11590,동작구,388202.96510,371638.23240,13468.18300,3096.54980,416086.51830,360356.49870,366866.89120,403443.01790,154338.82700,30456.62800,61457.38910,62424.80990
20211231,11620,관악구,480047.46340,455055.78950,20903.19930,4088.47460,525595.61200,435176.97190,444238.87350,505625.02760,183376.09690,33203.95700,94751.59170,55420.54820
20211231,11650,서초구,558076.52910,540063.98860,13125.17220,4887.36830,657505.87400,469797.25600,633955.31890,503877.39360,364837.02290,114044.72440,78300.54080,172491.75770
20211231,11680,강남구,788025.80600,760903.97460,18504.57560,8617.25590,961906.56130,647907.32430,916161.63420,696500.21440,543798.46310,163992.38750,118208.23020,261597.84540
20211231,11710,송파구,753213.04640,734398.67580,13797.46120,5016.90940,765814.77540,728746.10820,761856.72900,747038.98750,356315.61970,100764.71020,148182.71560,107368.19390
20211231,11740,강동구,513084.87600,502811.18390,8788.38450,1485.30760,543697.78180,476563.53430,485479.67750,532802.87490,226067.29200,46608.25120,137907.59520,41551.44560
20211230,11000,서울시,10814178.30280,10344938.33800,376547.47810,92692.48680,11118070.63490,10518082.00060,11069167.89220,10632042.88180,5870035.86390,1443216.12610,2032920.33250,2393899.40530
20211230,11110,종로구,292036.73050,273745.11310,14622.87340,3668.74400,386964.33640,220207.13920,361929.16610,242113.56230,250668.12320,64007.59460,30636.47270,156024.05590
20211230,11140,중구,300353.88470,270743.13550,18800.82820,10809.92090,430673.12420,197384.78100,401232.77900,228297.53150,302805.17770,80685.19880,29715.23340,192404.74550
20211230,11170,용산구,303111.50390,281468.04740,17517.31210,4126.14440,329985.40060,274512.48900,326253.91800,286581.20800,183026.81880,49988.08900,44792.94960,88245.78020
20211230,11200,성동구,366416.15760,348228.43820,15519.00150,2668.71790,391062.46880,339794.82340,386461.93560,352097.74480,215036.09570,44126.17290,58170.33030,112739.59250
20211230,11215,광진구,375443.83030,352750.68110,20174.00780,2519.14140,390033.55350,354568.66040,361020.94270,385745.89290,174832.56380,36390.91060,74376.65300,64065.00020
20211230,11230,동대문구,362090.76020,336822.20650,22840.16230,2428.39140,374104.85440,348131.08870,357038.59120,365699.45230,176759.34760,30711.75550,69001.20920,77046.38290
20211230,11260,중랑구,353405.58750,346792.56850,5816.57580,796.44310,386319.87070,315350.57120,323854.00410,374513.86130,153883.16550,25854.26980,89671.39870,38357.49700
20211230,11290,성북구,420550.54820,404501.21580,14256.12730,1793.20510,449957.61470,386166.86950,393781.71350,439671.14440,169259.36130,22308.69570,81251.00440,65699.66120
20211230,11305,강북구,291947.36790,286328.45970,4711.32890,907.57920,316377.34720,266415.73720,271350.97110,306659.07980,177146.01690,13596.21620,117427.32790,46122.47280
20211230,11320,도봉구,273510.07750,270011.72140,2931.24580,567.11030,296122.89050,246090.94490,252316.16080,288648.58950,127791.81040,17919.27520,71795.27060,38077.26460
20211230,11350,노원구,501737.31150,494801.03210,5336.22260,1600.05690,538174.14790,460051.52500,469127.62200,525029.94690,199244.93270,34475.33740,112229.43930,52540.15600
20211230,11380,은평구,435092.61460,427846.21590,5808.11460,1438.28410,483098.76870,379797.65190,391470.46740,466251.29120,163027.18070,30482.51850,97620.26800,34924.39420
20211230,11410,서대문구,370160.06030,347933.74620,17935.60690,4290.70720,383285.43860,360300.27760,376415.43130,365691.93810,206756.74010,42721.04540,68364.72070,95670.97400
20211230,11440,마포구,464538.11580,440229.58610,19112.17570,5196.35390,509600.15730,428965.50670,493356.17360,443953.78880,275445.32530,73417.56930,74498.53240,127529.22360
20211230,11470,양천구,384851.53270,376238.53140,5188.88100,3424.12040,409051.21210,354592.72820,362713.98730,400664.06520,153612.72940,30372.64300,66766.79430,56473.29210
