요일,시간대,카테고리,count
화요일,18,일식돈까스,9698
화요일,18,찜탕,8381
화요일,18,야식,8064
화요일,18,중식,6071
화요일,18,아시안,4246
화요일,18,회초밥,3665
화요일,18,도시락죽,2193
화요일,19,치킨,54064
화요일,19,한식,26252
화요일,19,분식,23040
화요일,19,족발보쌈,20862
화요일,19,카페디저트,11706
화요일,19,피자양식,10240
화요일,19,버거,10223
화요일,19,일식돈까스,9441
화요일,19,야식,9006
화요일,19,찜탕,7421
화요일,19,중식,5583
화요일,19,회초밥,4175
화요일,19,아시안,4076
화요일,19,도시락죽,1523
화요일,20,치킨,43300
화요일,20,한식,17546
화요일,20,분식,15443
화요일,20,족발보쌈,13465
화요일,20,카페디저트,11224
화요일,20,피자양식,8014
화요일,20,버거,7700
화요일,20,야식,7461
화요일,20,일식돈까스,6228
화요일,20,찜탕,4564
화요일,20,회초밥,3354
화요일,20,중식,3295
화요일,20,아시안,2704
화요일,20,도시락죽,638
화요일,21,치킨,35678
화요일,21,한식,10903
화요일,21,분식,10320
화요일,21,카페디저트,9518
화요일,21,족발보쌈,9334
화요일,21,야식,6394
화요일,21,피자양식,6241
화요일,21,버거,5468
화요일,21,일식돈까스,3147
화요일,21,회초밥,2930
화요일,21,찜탕,2689
화요일,21,중식,2113
화요일,21,아시안,1445
화요일,21,도시락죽,318
화요일,22,치킨,29698
화요일,22,한식,7137
화요일,22,족발보쌈,7075
화요일,22,분식,6483
화요일,22,야식,5899
화요일,22,피자양식,4626
화요일,22,카페디저트,4366
화요일,22,버거,3480
화요일,22,회초밥,2314
화요일,22,일식돈까스,1860
화요일,22,찜탕,1565
화요일,22,중식,1235
화요일,22,아시안,898
화요일,22,도시락죽,110
화요일,23,치킨,19492
화요일,23,야식,4417
화요일,23,족발보쌈,4388
화요일,23,한식,4090
화요일,23,분식,3133
화요일,23,피자양식,3131
화요일,23,버거,1610
화요일,23,회초밥,1520
화요일,23,일식돈까스,1231
화요일,23,카페디저트,1165
화요일,23,중식,842
화요일,23,찜탕,742
화요일,23,아시안,469
화요일,23,도시락죽,70
