요일,시간대,카테고리,count
금요일,0,치킨,9223
금요일,0,야식,2586
금요일,0,족발보쌈,2140
금요일,0,한식,1849
금요일,0,분식,1597
금요일,0,피자양식,1477
금요일,0,회초밥,740
금요일,0,일식돈까스,691
금요일,0,버거,487
금요일,0,찜탕,438
금요일,0,카페디저트,391
금요일,0,중식,357
금요일,0,아시안,202
금요일,0,도시락죽,36
금요일,1,치킨,4903
금요일,1,야식,1517
금요일,1,족발보쌈,1065
금요일,1,한식,1041
금요일,1,피자양식,841
금요일,1,분식,829
금요일,1,일식돈까스,335
금요일,1,회초밥,298
금요일,1,찜탕,272
금요일,1,버거,248
금요일,1,카페디저트,223
금요일,1,중식,149
금요일,1,아시안,117
금요일,1,도시락죽,29
금요일,2,치킨,1841
금요일,2,야식,787
금요일,2,한식,671
금요일,2,족발보쌈,436
금요일,2,피자양식,389
금요일,2,분식,374
금요일,2,찜탕,149
금요일,2,버거,131
금요일,2,일식돈까스,127
금요일,2,카페디저트,111
금요일,2,회초밥,111
금요일,2,중식,43
금요일,2,도시락죽,19
금요일,2,아시안,12
금요일,3,치킨,517
금요일,3,한식,378
금요일,3,야식,362
금요일,3,피자양식,132
금요일,3,찜탕,130
금요일,3,족발보쌈,101
금요일,3,분식,93
금요일,3,버거,85
금요일,3,회초밥,82
금요일,3,카페디저트,68
금요일,3,중식,32
금요일,3,일식돈까스,17
금요일,3,아시안,9
금요일,4,한식,332
금요일,4,치킨,257
금요일,4,야식,249
금요일,4,찜탕,104
금요일,4,피자양식,93
금요일,4,버거,86
금요일,4,분식,74
금요일,4,족발보쌈,48
금요일,4,카페디저트,48
금요일,4,회초밥,45
금요일,4,일식돈까스,10
금요일,4,아시안,2
금요일,4,중식,1
금요일,5,한식,295
금요일,5,치킨,170
금요일,5,찜탕,126
금요일,5,야식,86
금요일,5,버거,80
금요일,5,분식,69
금요일,5,피자양식,65
금요일,5,카페디저트,29
금요일,5,족발보쌈,22
금요일,5,회초밥,19
금요일,5,일식돈까스,11
금요일,5,아시안,5
금요일,5,도시락죽,1
금요일,6,한식,327
금요일,6,치킨,124
금요일,6,찜탕,108
금요일,6,피자양식,72
금요일,6,버거,70
금요일,6,카페디저트,53
금요일,6,분식,50
금요일,6,야식,44
금요일,6,회초밥,31
금요일,6,일식돈까스,18
금요일,6,족발보쌈,13
금요일,6,아시안,5
금요일,6,도시락죽,1
금요일,7,한식,349
금요일,7,찜탕,188
금요일,7,피자양식,105
금요일,7,분식,90
금요일,7,버거,80
금요일,7,카페디저트,75
금요일,7,치킨,71
금요일,7,일식돈까스,29
금요일,7,회초밥,23
금요일,7,야식,22
금요일,7,족발보쌈,11
금요일,7,아시안,7
금요일,8,한식,437
금요일,8,찜탕,225
금요일,8,버거,191
금요일,8,카페디저트,147
금요일,8,피자양식,128
금요일,8,분식,99
금요일,8,일식돈까스,82
금요일,8,치킨,52
금요일,8,야식,22
금요일,8,아시안,20
금요일,8,회초밥,19
금요일,8,족발보쌈,11
금요일,8,중식,4
금요일,8,도시락죽,3
금요일,9,한식,1130
금요일,9,버거,709
금요일,9,분식,617
금요일,9,카페디저트,598
금요일,9,찜탕,468
금요일,9,피자양식,201
금요일,9,일식돈까스,157
금요일,9,야식,106
금요일,9,치킨,104
금요일,9,도시락죽,93
금요일,9,회초밥,50
금요일,9,아시안,41
금요일,9,중식,36
금요일,9,족발보쌈,33
금요일,10,카페디저트,3702
금요일,10,한식,3397
금요일,10,버거,3003
금요일,10,분식,2833
금요일,10,찜탕,1127
금요일,10,일식돈까스,734
금요일,10,도시락죽,689
금요일,10,치킨,586
금요일,10,아시안,375
금요일,10,족발보쌈,351
금요일,10,중식,344
금요일,10,피자양식,316
금요일,10,야식,203
금요일,10,회초밥,156
금요일,11,한식,16551
금요일,11,분식,16514
금요일,11,카페디저트,9737
금요일,11,버거,9482
금요일,11,일식돈까스,6178
금요일,11,찜탕,4673
금요일,11,중식,4505
금요일,11,치킨,3543
금요일,11,아시안,3308
금요일,11,도시락죽,3075
금요일,11,피자양식,3048
금요일,11,족발보쌈,2288
금요일,11,야식,725
금요일,11,회초밥,405
금요일,12,한식,18768
금요일,12,분식,18311
금요일,12,버거,11079
금요일,12,카페디저트,10923
금요일,12,치킨,7810
금요일,12,일식돈까스,7736
금요일,12,중식,5745
금요일,12,찜탕,4604
금요일,12,피자양식,4503
금요일,12,아시안,4416
금요일,12,족발보쌈,3003
금요일,12,도시락죽,2965
금요일,12,야식,1167
금요일,12,회초밥,561
금요일,13,한식,12682
금요일,13,분식,12562
금요일,13,카페디저트,11124
금요일,13,버거,8667
금요일,13,치킨,7393
금요일,13,일식돈까스,5446
금요일,13,중식,4051
금요일,13,피자양식,3477
금요일,13,아시안,3289
금요일,13,찜탕,2774
금요일,13,족발보쌈,2075
금요일,13,도시락죽,1661
금요일,13,야식,882
금요일,13,회초밥,522
금요일,14,카페디저트,11761
금요일,14,분식,9526
금요일,14,한식,8884
금요일,14,치킨,7116
금요일,14,버거,7011
금요일,14,일식돈까스,3834
금요일,14,피자양식,3009
금요일,14,중식,2531
금요일,14,아시안,2281
금요일,14,찜탕,2087
금요일,14,족발보쌈,1814
금요일,14,도시락죽,1314
금요일,14,야식,816
금요일,14,회초밥,448
금요일,15,카페디저트,11110
금요일,15,분식,8740
금요일,15,치킨,8426
금요일,15,한식,7097
금요일,15,버거,6368
금요일,15,피자양식,2959
금요일,15,일식돈까스,2797
금요일,15,족발보쌈,2063
금요일,15,찜탕,1804
금요일,15,중식,1796
금요일,15,아시안,1695
금요일,15,도시락죽,1499
금요일,15,야식,962
금요일,15,회초밥,502
금요일,16,치킨,13374
금요일,16,카페디저트,11072
금요일,16,분식,10364
금요일,16,한식,8003
금요일,16,버거,6208
금요일,16,족발보쌈,3945
금요일,16,피자양식,3697
금요일,16,일식돈까스,2751
금요일,16,찜탕,2371
금요일,16,중식,2030
금요일,16,야식,1834
금요일,16,아시안,1563
금요일,16,도시락죽,1496
금요일,16,회초밥,851
금요일,17,치킨,30619
금요일,17,분식,15605
금요일,17,한식,14994
금요일,17,족발보쌈,11940
금요일,17,카페디저트,11647
금요일,17,버거,7624
금요일,17,피자양식,6203
금요일,17,일식돈까스,6102
금요일,17,찜탕,5609
금요일,17,야식,4298
금요일,17,중식,3959
금요일,17,아시안,2794
금요일,17,회초밥,2501
금요일,17,도시락죽,1859
금요일,18,치킨,60116
금요일,18,한식,27036
금요일,18,족발보쌈,25801
금요일,18,분식,24607
금요일,18,카페디저트,14040
금요일,18,피자양식,11133
금요일,18,버거,10822
금요일,18,일식돈까스,10187
금요일,18,찜탕,9842
금요일,18,야식,9777
금요일,18,중식,6745
금요일,18,회초밥,5074
금요일,18,아시안,4346
금요일,18,도시락죽,2004
금요일,19,치킨,69888
금요일,19,한식,28315
금요일,19,족발보쌈,27811
금요일,19,분식,25919
금요일,19,카페디저트,14714
금요일,19,피자양식,12200
금요일,19,야식,12024
금요일,19,버거,10543
금요일,19,일식돈까스,10533
금요일,19,찜탕,9163
금요일,19,중식,6534
금요일,19,회초밥,5953
금요일,19,아시안,4624
금요일,19,도시락죽,1604
금요일,20,치킨,60611
금요일,20,한식,19932
금요일,20,족발보쌈,19616
금요일,20,분식,18641
금요일,20,카페디저트,15200
금요일,20,야식,10470
금요일,20,피자양식,9423
금요일,20,버거,8352
금요일,20,일식돈까스,7382
금요일,20,찜탕,5975
금요일,20,회초밥,5124
금요일,20,중식,4355
금요일,20,아시안,3228
금요일,20,도시락죽,673
금요일,21,치킨,51218
금요일,21,족발보쌈,13913
금요일,21,카페디저트,13891
금요일,21,한식,13323
금요일,21,분식,12934
금요일,21,야식,9604
금요일,21,피자양식,7666
금요일,21,버거,6027
금요일,21,회초밥,4507
금요일,21,일식돈까스,3869
금요일,21,찜탕,3339
금요일,21,중식,2995
금요일,21,아시안,1734
금요일,21,도시락죽,358
금요일,22,치킨,44578
금요일,22,족발보쌈,10174
금요일,22,야식,8916
금요일,22,한식,8892
금요일,22,분식,8736
금요일,22,카페디저트,6582
금요일,22,피자양식,5940
금요일,22,버거,3868
금요일,22,회초밥,3634
금요일,22,일식돈까스,2494
금요일,22,찜탕,1919
금요일,22,중식,1724
금요일,22,아시안,991
금요일,22,도시락죽,145
금요일,23,치킨,28781
금요일,23,야식,6445
금요일,23,족발보쌈,6190
금요일,23,한식,5075
금요일,23,분식,4033
금요일,23,피자양식,3931
금요일,23,회초밥,2421
금요일,23,버거,1841
금요일,23,카페디저트,1754
금요일,23,일식돈까스,1639
금요일,23,중식,1200
금요일,23,찜탕,819
금요일,23,아시안,506
금요일,23,도시락죽,78
목요일,0,치킨,9302
목요일,0,야식,2745
목요일,0,족발보쌈,2132
목요일,0,한식,1981
목요일,0,분식,1669
목요일,0,피자양식,1605
목요일,0,일식돈까스,747
목요일,0,회초밥,731
목요일,0,찜탕,529
목요일,0,버거,463
목요일,0,중식,387
목요일,0,카페디저트,382
목요일,0,아시안,198
목요일,0,도시락죽,24
목요일,1,치킨,4709
목요일,1,야식,1487
목요일,1,한식,1150
목요일,1,족발보쌈,1060
목요일,1,분식,893
목요일,1,피자양식,881
목요일,1,일식돈까스,395
목요일,1,회초밥,323
목요일,1,찜탕,271
목요일,1,버거,239
목요일,1,카페디저트,203
목요일,1,중식,165
목요일,1,아시안,104
목요일,1,도시락죽,29
목요일,2,치킨,1709
목요일,2,야식,828
목요일,2,한식,667
목요일,2,피자양식,408
목요일,2,족발보쌈,366
목요일,2,분식,328
목요일,2,찜탕,171
목요일,2,회초밥,134
목요일,2,버거,109
목요일,2,일식돈까스,100
목요일,2,카페디저트,99
목요일,2,중식,43
목요일,2,도시락죽,27
목요일,2,아시안,11
목요일,3,치킨,499
목요일,3,야식,417
목요일,3,한식,405
목요일,3,피자양식,128
목요일,3,찜탕,126
목요일,3,분식,119
목요일,3,족발보쌈,100
목요일,3,회초밥,80
목요일,3,카페디저트,60
목요일,3,버거,60
목요일,3,일식돈까스,48
목요일,3,중식,25
목요일,3,아시안,10
목요일,4,한식,316
목요일,4,치킨,239
목요일,4,야식,234
목요일,4,찜탕,108
목요일,4,피자양식,82
목요일,4,분식,78
목요일,4,버거,61
목요일,4,회초밥,60
목요일,4,족발보쌈,44
목요일,4,카페디저트,42
목요일,4,일식돈까스,30
목요일,4,아시안,3
목요일,4,도시락죽,1
목요일,4,중식,1
목요일,5,한식,269
목요일,5,치킨,123
목요일,5,찜탕,120
목요일,5,야식,117
목요일,5,피자양식,107
목요일,5,버거,104
목요일,5,분식,42
목요일,5,카페디저트,40
목요일,5,일식돈까스,26
목요일,5,회초밥,24
목요일,5,족발보쌈,17
목요일,5,아시안,3
목요일,5,중식,1
목요일,6,한식,336
목요일,6,찜탕,123
목요일,6,버거,85
목요일,6,피자양식,79
목요일,6,치킨,74
목요일,6,카페디저트,52
목요일,6,분식,51
목요일,6,일식돈까스,45
목요일,6,야식,43
목요일,6,회초밥,18
목요일,6,족발보쌈,13
목요일,6,아시안,3
목요일,7,한식,392
목요일,7,찜탕,222
목요일,7,피자양식,95
목요일,7,버거,88
목요일,7,분식,82
목요일,7,카페디저트,73
목요일,7,일식돈까스,40
목요일,7,치킨,33
목요일,7,회초밥,28
목요일,7,야식,9
목요일,7,아시안,7
목요일,7,족발보쌈,6
목요일,7,중식,2
목요일,8,한식,450
목요일,8,찜탕,262
목요일,8,버거,152
목요일,8,피자양식,111
목요일,8,분식,107
목요일,8,카페디저트,106
목요일,8,일식돈까스,67
목요일,8,치킨,56
목요일,8,회초밥,34
목요일,8,야식,16
목요일,8,아시안,15
목요일,8,족발보쌈,7
목요일,8,중식,4
목요일,8,도시락죽,2
목요일,9,한식,1129
목요일,9,버거,701
목요일,9,분식,607
목요일,9,카페디저트,555
목요일,9,찜탕,472
목요일,9,피자양식,201
목요일,9,치킨,164
목요일,9,일식돈까스,159
목요일,9,야식,123
목요일,9,도시락죽,81
목요일,9,회초밥,68
목요일,9,아시안,46
목요일,9,중식,39
목요일,9,족발보쌈,23
목요일,10,카페디저트,3598
목요일,10,한식,3398
목요일,10,버거,3003
목요일,10,분식,2637
목요일,10,찜탕,1155
목요일,10,도시락죽,676
목요일,10,일식돈까스,586
목요일,10,치킨,523
목요일,10,아시안,394
목요일,10,족발보쌈,379
목요일,10,중식,331
목요일,10,피자양식,323
목요일,10,야식,211
목요일,10,회초밥,169
목요일,11,한식,16480
목요일,11,분식,16400
목요일,11,버거,9322
목요일,11,카페디저트,9171
목요일,11,일식돈까스,5775
목요일,11,찜탕,4851
목요일,11,중식,4403
목요일,11,치킨,3403
목요일,11,아시안,3230
목요일,11,도시락죽,3141
목요일,11,피자양식,3090
목요일,11,족발보쌈,2195
목요일,11,야식,691
목요일,11,회초밥,475
목요일,12,한식,19100
목요일,12,분식,18401
목요일,12,버거,10712
목요일,12,카페디저트,9735
목요일,12,치킨,7613
목요일,12,일식돈까스,7431
목요일,12,중식,5574
목요일,12,피자양식,4688
목요일,12,찜탕,4541
목요일,12,아시안,4241
목요일,12,족발보쌈,3050
목요일,12,도시락죽,2788
목요일,12,야식,1132
목요일,12,회초밥,618
목요일,13,분식,13323
목요일,13,한식,12636
목요일,13,카페디저트,10521
목요일,13,버거,8557
목요일,13,치킨,7443
목요일,13,일식돈까스,5256
목요일,13,중식,3950
목요일,13,피자양식,3587
목요일,13,아시안,3178
목요일,13,찜탕,3142
목요일,13,족발보쌈,2189
목요일,13,도시락죽,1557
목요일,13,야식,960
목요일,13,회초밥,514
목요일,14,카페디저트,10713
목요일,14,분식,9865
목요일,14,한식,8933
목요일,14,치킨,7227
목요일,14,버거,6981
목요일,14,일식돈까스,3649
목요일,14,피자양식,3160
목요일,14,중식,2470
목요일,14,아시안,2201
목요일,14,찜탕,2015
목요일,14,족발보쌈,1815
목요일,14,도시락죽,1254
목요일,14,야식,788
목요일,14,회초밥,491
목요일,15,카페디저트,10326
목요일,15,분식,8864
목요일,15,치킨,8447
목요일,15,한식,7205
목요일,15,버거,6336
목요일,15,피자양식,3019
목요일,15,일식돈까스,2648
목요일,15,족발보쌈,2095
목요일,15,중식,1892
목요일,15,찜탕,1821
목요일,15,아시안,1692
목요일,15,도시락죽,1485
목요일,15,야식,953
목요일,15,회초밥,464
목요일,16,치킨,13091
목요일,16,분식,10534
목요일,16,카페디저트,9599
목요일,16,한식,8003
목요일,16,버거,6337
목요일,16,족발보쌈,4077
목요일,16,피자양식,3615
목요일,16,일식돈까스,2667
목요일,16,찜탕,2352
목요일,16,중식,2113
목요일,16,야식,1752
목요일,16,아시안,1580
목요일,16,도시락죽,1435
목요일,16,회초밥,790
목요일,17,치킨,28318
목요일,17,분식,15942
목요일,17,한식,15392
목요일,17,족발보쌈,10588
목요일,17,카페디저트,9444
목요일,17,버거,8241
목요일,17,피자양식,5905
목요일,17,일식돈까스,5788
목요일,17,찜탕,5501
목요일,17,야식,4086
목요일,17,중식,3876
목요일,17,아시안,2800
목요일,17,회초밥,2008
목요일,17,도시락죽,1883
목요일,18,치킨,52291
목요일,18,한식,26792
목요일,18,분식,24135
목요일,18,족발보쌈,21093
목요일,18,카페디저트,11549
목요일,18,버거,10790
목요일,18,피자양식,9998
목요일,18,일식돈까스,9564
목요일,18,찜탕,9323
목요일,18,야식,8304
목요일,18,중식,6515
목요일,18,아시안,4337
목요일,18,회초밥,3709
목요일,18,도시락죽,2082
목요일,19,치킨,56393
목요일,19,한식,26005
목요일,19,분식,22774
목요일,19,족발보쌈,20697
목요일,19,카페디저트,12153
목요일,19,버거,10453
목요일,19,피자양식,10437
목요일,19,야식,9396
목요일,19,일식돈까스,9249
목요일,19,찜탕,8042
목요일,19,중식,5946
목요일,19,아시안,4293
목요일,19,회초밥,4004
목요일,19,도시락죽,1461
목요일,20,치킨,44969
목요일,20,한식,17312
목요일,20,분식,14956
목요일,20,족발보쌈,13383
목요일,20,카페디저트,12155
목요일,20,버거,7938
목요일,20,피자양식,7714
목요일,20,야식,7568
목요일,20,일식돈까스,5870
목요일,20,찜탕,4800
목요일,20,중식,3421
목요일,20,회초밥,3240
목요일,20,아시안,2772
목요일,20,도시락죽,610
목요일,21,치킨,37127
목요일,21,한식,10798
목요일,21,카페디저트,10012
목요일,21,분식,9988
목요일,21,족발보쌈,9299
목요일,21,야식,6764
목요일,21,피자양식,6001
목요일,21,버거,5496
목요일,21,일식돈까스,3102
목요일,21,회초밥,2785
목요일,21,찜탕,2762
목요일,21,중식,2244
목요일,21,아시안,1425
목요일,21,도시락죽,315
목요일,22,치킨,29913
목요일,22,한식,7284
목요일,22,족발보쌈,7037
목요일,22,분식,6431
목요일,22,야식,5931
목요일,22,피자양식,4515
목요일,22,카페디저트,4484
목요일,22,버거,3402
목요일,22,회초밥,2248
목요일,22,일식돈까스,1777
목요일,22,찜탕,1549
목요일,22,중식,1300
목요일,22,아시안,901
목요일,22,도시락죽,114
목요일,23,치킨,18781
목요일,23,야식,4480
목요일,23,한식,4146
목요일,23,족발보쌈,4127
목요일,23,분식,3157
목요일,23,피자양식,3027
목요일,23,버거,1566
목요일,23,회초밥,1458
목요일,23,카페디저트,1284
목요일,23,일식돈까스,1215
목요일,23,중식,860
목요일,23,찜탕,682
목요일,23,아시안,438
목요일,23,도시락죽,53
수요일,0,치킨,9145
수요일,0,야식,2687
수요일,0,족발보쌈,2216
수요일,0,한식,2024
수요일,0,분식,1667
수요일,0,피자양식,1542
수요일,0,회초밥,837
수요일,0,일식돈까스,720
수요일,0,버거,450
수요일,0,찜탕,445
수요일,0,카페디저트,357
수요일,0,중식,337
수요일,0,아시안,174
수요일,0,도시락죽,44
수요일,1,치킨,4861
수요일,1,야식,1470
수요일,1,족발보쌈,1115
수요일,1,한식,1051
수요일,1,분식,864
수요일,1,피자양식,835
수요일,1,일식돈까스,402
수요일,1,회초밥,329
수요일,1,찜탕,303
수요일,1,버거,219
수요일,1,카페디저트,215
수요일,1,중식,146
수요일,1,아시안,96
수요일,1,도시락죽,30
수요일,2,치킨,1828
수요일,2,야식,864
수요일,2,한식,685
수요일,2,족발보쌈,423
수요일,2,분식,344
수요일,2,피자양식,317
수요일,2,찜탕,136
수요일,2,일식돈까스,114
수요일,2,카페디저트,113
수요일,2,회초밥,111
수요일,2,버거,102
수요일,2,도시락죽,45
수요일,2,중식,41
수요일,2,아시안,26
수요일,3,치킨,536
수요일,3,한식,395
수요일,3,야식,394
수요일,3,찜탕,135
수요일,3,분식,125
수요일,3,족발보쌈,108
수요일,3,피자양식,105
수요일,3,버거,73
수요일,3,회초밥,70
수요일,3,카페디저트,67
수요일,3,일식돈까스,49
수요일,3,중식,25
수요일,3,아시안,4
수요일,3,도시락죽,1
수요일,4,한식,297
수요일,4,치킨,294
수요일,4,야식,269
수요일,4,찜탕,111
수요일,4,피자양식,97
수요일,4,분식,92
수요일,4,버거,65
수요일,4,카페디저트,51
수요일,4,족발보쌈,49
수요일,4,일식돈까스,46
수요일,4,회초밥,45
수요일,4,아시안,7
수요일,4,도시락죽,1
수요일,4,중식,1
수요일,5,한식,300
수요일,5,치킨,167
수요일,5,찜탕,124
수요일,5,야식,95
수요일,5,버거,92
수요일,5,피자양식,89
수요일,5,분식,58
수요일,5,일식돈까스,43
수요일,5,카페디저트,34
수요일,5,회초밥,31
수요일,5,족발보쌈,23
수요일,5,아시안,7
수요일,5,중식,1
수요일,6,한식,316
수요일,6,찜탕,127
수요일,6,치킨,100
수요일,6,피자양식,94
수요일,6,버거,75
수요일,6,분식,58
수요일,6,야식,52
수요일,6,카페디저트,39
수요일,6,일식돈까스,37
수요일,6,회초밥,11
수요일,6,족발보쌈,10
수요일,6,아시안,5
수요일,6,도시락죽,2
수요일,7,한식,327
수요일,7,찜탕,209
수요일,7,피자양식,92
수요일,7,버거,83
수요일,7,카페디저트,76
수요일,7,분식,74
수요일,7,치킨,59
수요일,7,일식돈까스,49
수요일,7,족발보쌈,14
수요일,7,야식,10
수요일,7,회초밥,10
수요일,7,아시안,4
수요일,7,도시락죽,1
수요일,7,중식,1
수요일,8,한식,404
수요일,8,찜탕,289
수요일,8,버거,149
수요일,8,카페디저트,120
수요일,8,일식돈까스,97
수요일,8,피자양식,93
수요일,8,분식,76
수요일,8,치킨,55
수요일,8,회초밥,23
수요일,8,야식,20
수요일,8,아시안,11
수요일,8,족발보쌈,6
수요일,8,도시락죽,2
수요일,9,한식,1028
수요일,9,버거,667
수요일,9,카페디저트,587
수요일,9,분식,584
수요일,9,찜탕,507
수요일,9,피자양식,203
수요일,9,일식돈까스,197
수요일,9,치킨,119
수요일,9,야식,105
수요일,9,도시락죽,89
수요일,9,아시안,64
수요일,9,회초밥,47
수요일,9,중식,38
수요일,9,족발보쌈,25
수요일,10,한식,3395
수요일,10,카페디저트,3348
수요일,10,버거,2906
수요일,10,분식,2790
수요일,10,찜탕,1205
수요일,10,일식돈까스,755
수요일,10,도시락죽,669
수요일,10,치킨,464
수요일,10,아시안,437
수요일,10,중식,331
수요일,10,피자양식,319
수요일,10,족발보쌈,295
수요일,10,야식,211
수요일,10,회초밥,184
수요일,11,한식,16514
수요일,11,분식,15786
수요일,11,버거,9213
수요일,11,카페디저트,8901
수요일,11,일식돈까스,5932
수요일,11,찜탕,4826
수요일,11,중식,4301
수요일,11,아시안,3388
수요일,11,피자양식,3267
수요일,11,치킨,3207
수요일,11,도시락죽,3042
수요일,11,족발보쌈,2115
수요일,11,야식,710
수요일,11,회초밥,430
수요일,12,한식,18692
수요일,12,분식,18046
수요일,12,버거,10620
수요일,12,카페디저트,9668
수요일,12,치킨,7770
수요일,12,일식돈까스,7508
수요일,12,중식,5649
수요일,12,피자양식,4956
수요일,12,찜탕,4629
수요일,12,아시안,4399
수요일,12,족발보쌈,2883
수요일,12,도시락죽,2862
수요일,12,야식,1121
수요일,12,회초밥,579
수요일,13,분식,12791
수요일,13,한식,12568
수요일,13,카페디저트,10060
수요일,13,버거,8587
수요일,13,치킨,7484
수요일,13,일식돈까스,5448
수요일,13,피자양식,3952
수요일,13,중식,3946
수요일,13,아시안,3273
수요일,13,찜탕,2951
수요일,13,족발보쌈,2190
수요일,13,도시락죽,1487
수요일,13,야식,917
수요일,13,회초밥,530
수요일,14,카페디저트,10208
수요일,14,분식,9665
수요일,14,한식,8829
수요일,14,치킨,7218
수요일,14,버거,7077
수요일,14,일식돈까스,3839
수요일,14,피자양식,3284
수요일,14,아시안,2373
수요일,14,중식,2372
수요일,14,찜탕,2233
수요일,14,족발보쌈,1787
수요일,14,도시락죽,1373
수요일,14,야식,837
수요일,14,회초밥,419
수요일,15,카페디저트,9763
수요일,15,치킨,8827
수요일,15,분식,8761
수요일,15,한식,7301
수요일,15,버거,6332
수요일,15,피자양식,3481
수요일,15,일식돈까스,2748
수요일,15,족발보쌈,2069
수요일,15,중식,1809
수요일,15,찜탕,1804
수요일,15,아시안,1751
수요일,15,도시락죽,1355
수요일,15,야식,1000
수요일,15,회초밥,508
수요일,16,치킨,13411
수요일,16,분식,10145
수요일,16,카페디저트,9195
수요일,16,한식,8370
수요일,16,버거,6354
수요일,16,족발보쌈,4153
수요일,16,피자양식,3807
수요일,16,일식돈까스,2977
수요일,16,찜탕,2534
수요일,16,중식,2057
수요일,16,야식,1806
수요일,16,아시안,1749
수요일,16,도시락죽,1240
수요일,16,회초밥,842
수요일,17,치킨,28592
수요일,17,한식,15652
수요일,17,분식,15454
수요일,17,족발보쌈,11065
수요일,17,카페디저트,9204
수요일,17,버거,8119
수요일,17,피자양식,6532
수요일,17,일식돈까스,6150
수요일,17,찜탕,5614
수요일,17,야식,3991
수요일,17,중식,3881
수요일,17,아시안,2967
수요일,17,회초밥,2048
수요일,17,도시락죽,1671
수요일,18,치킨,52828
수요일,18,한식,27172
수요일,18,분식,22947
수요일,18,족발보쌈,21430
수요일,18,카페디저트,10775
수요일,18,버거,10686
수요일,18,피자양식,10558
수요일,18,일식돈까스,9920
수요일,18,찜탕,9589
수요일,18,야식,8096
수요일,18,중식,6528
수요일,18,아시안,4634
수요일,18,회초밥,3886
수요일,18,도시락죽,1949
수요일,19,치킨,56828
수요일,19,한식,26177
수요일,19,분식,21847
수요일,19,족발보쌈,21017
수요일,19,카페디저트,11697
수요일,19,피자양식,10591
수요일,19,버거,10263
수요일,19,일식돈까스,9522
수요일,19,야식,9251
수요일,19,찜탕,8183
수요일,19,중식,5656
수요일,19,아시안,4479
수요일,19,회초밥,4190
수요일,19,도시락죽,1519
수요일,20,치킨,44486
수요일,20,한식,17860
수요일,20,분식,14591
수요일,20,족발보쌈,13670
수요일,20,카페디저트,11174
수요일,20,피자양식,7774
수요일,20,버거,7760
수요일,20,야식,7555
수요일,20,일식돈까스,6027
수요일,20,찜탕,4900
수요일,20,중식,3519
수요일,20,회초밥,3327
수요일,20,아시안,2812
수요일,20,도시락죽,640
수요일,21,치킨,36244
수요일,21,한식,10880
수요일,21,카페디저트,9512
수요일,21,분식,9411
수요일,21,족발보쌈,9356
수요일,21,야식,6674
수요일,21,피자양식,6074
수요일,21,버거,5288
수요일,21,일식돈까스,3035
수요일,21,찜탕,2898
수요일,21,회초밥,2636
수요일,21,중식,2338
수요일,21,아시안,1475
수요일,21,도시락죽,315
수요일,22,치킨,29041
수요일,22,한식,7180
수요일,22,족발보쌈,6894
수요일,22,분식,6007
수요일,22,야식,5780
수요일,22,피자양식,4532
수요일,22,카페디저트,4230
수요일,22,버거,3212
수요일,22,회초밥,2211
수요일,22,일식돈까스,1905
수요일,22,찜탕,1676
수요일,22,중식,1307
수요일,22,아시안,894
수요일,22,도시락죽,119
수요일,23,치킨,19020
수요일,23,야식,4429
수요일,23,족발보쌈,4304
수요일,23,한식,4137
수요일,23,피자양식,2950
수요일,23,분식,2923
수요일,23,회초밥,1486
수요일,23,버거,1461
수요일,23,일식돈까스,1272
수요일,23,카페디저트,1138
수요일,23,중식,797
수요일,23,찜탕,771
수요일,23,아시안,434
수요일,23,도시락죽,65
월요일,0,치킨,9343
월요일,0,야식,2525
월요일,0,족발보쌈,2083
월요일,0,한식,1738
월요일,0,피자양식,1736
월요일,0,분식,1554
월요일,0,회초밥,764
월요일,0,일식돈까스,728
월요일,0,버거,538
월요일,0,찜탕,489
월요일,0,카페디저트,430
월요일,0,중식,293
월요일,0,아시안,198
월요일,0,도시락죽,43
월요일,1,치킨,4868
월요일,1,야식,1361
월요일,1,피자양식,1164
월요일,1,한식,1019
월요일,1,족발보쌈,1009
월요일,1,분식,952
월요일,1,일식돈까스,386
월요일,1,찜탕,345
월요일,1,회초밥,336
월요일,1,버거,273
월요일,1,카페디저트,262
월요일,1,중식,134
월요일,1,아시안,62
월요일,1,도시락죽,26
월요일,2,치킨,1629
월요일,2,야식,729
월요일,2,한식,555
월요일,2,피자양식,484
월요일,2,족발보쌈,341
월요일,2,분식,284
월요일,2,찜탕,208
월요일,2,버거,138
월요일,2,일식돈까스,127
월요일,2,회초밥,118
월요일,2,카페디저트,107
월요일,2,중식,40
월요일,2,도시락죽,34
월요일,2,아시안,20
월요일,3,치킨,435
월요일,3,야식,350
월요일,3,한식,288
월요일,3,피자양식,151
월요일,3,족발보쌈,110
월요일,3,찜탕,107
월요일,3,회초밥,87
월요일,3,버거,85
월요일,3,카페디저트,66
월요일,3,일식돈까스,52
월요일,3,분식,46
월요일,3,중식,21
월요일,3,아시안,10
월요일,3,도시락죽,2
월요일,4,야식,263
월요일,4,치킨,241
월요일,4,한식,201
월요일,4,피자양식,122
월요일,4,버거,91
월요일,4,찜탕,77
월요일,4,회초밥,66
월요일,4,카페디저트,50
월요일,4,일식돈까스,43
월요일,4,분식,35
월요일,4,족발보쌈,35
월요일,4,아시안,7
월요일,4,도시락죽,3
월요일,5,한식,203
월요일,5,치킨,130
월요일,5,야식,96
월요일,5,버거,80
월요일,5,피자양식,79
